sampleid	sample_name_2	studyID	file_filtered_r1r2_combined	reads_per_unfiltered_file	reads_per_file	log10(reads_per_file)_full	log10(reads_per_file)	host_phylum	host_class	host_family	host_genus	host_kingdom	host_order	host_species	reference_for_filtering	TimeTree_returned	host_common_name	host_flight	host_modality	host_diet	country	habitat	sample_type	diet_category_12	diet_category_3	captive_wild	SampleID_2
king_penguin.1	11166.ZU.18201.kingpenguin	11166	Aptenodytes-patagonicus_S_S_Temp_D711-AK1545_filtered_r1r2combined.fastq.gz	785288	327038	5.514598218	6	Chordata	Aves	Spheniscidae	Aptenodytes	Metazoa	Sphenisciformes	Aptenodytes_patagonicus	Aptenodytes_patagonicus	Aptenodytes_patagonicus	King_penguin	flightless			Switzerland			carnivore	carnivore	captive	Aptenodytes-patagonicus_S_S_Temp_D711-AK1545_filtered_r1r2interleaved
king_penguin.2	11166.ZU.18220.kingpenguin	11166	Aptenodytes-patagonicus_S_S_Temp_D710-AK1680_filtered_r1r2combined.fastq.gz	522414	512102	5.7093564720000005	6	Chordata	Aves	Spheniscidae	Aptenodytes	Metazoa	Sphenisciformes	Aptenodytes_patagonicus	Aptenodytes_patagonicus	Aptenodytes_patagonicus	King_penguin	flightless			Switzerland			carnivore	carnivore	captive	Aptenodytes-patagonicus_S_S_Temp_D710-AK1680_filtered_r1r2interleaved
king_vulture.2	11166.NATL.24241.vulture	11166	Sarcoramphus-papa_S_S_Temp_D705-AK1682_filtered_r1r2combined.fastq.gz	108846910	108823702	8.036723496	8	Chordata	Aves	Cathartidae	Sarcoramphus	Metazoa	Ciconiiformes	Sarcoramphus_papa	Cathartes_aura	Sarcoramphus_papa	king_vulture	flighted			USA			scavenger	carnivore	captive	Sarcoramphus-papa_S_S_Temp_D705-AK1682_filtered_r1r2interleaved
king_vulture.3	11166.NATL.24684.vulture	11166	Sarcoramphus-papa_S_S_Temp_D705-AK1780_filtered_r1r2combined.fastq.gz	38351354	38085292	7.58075729	8	Chordata	Aves	Cathartidae	Sarcoramphus	Metazoa	Ciconiiformes	Sarcoramphus_papa	Cathartes_aura	Sarcoramphus_papa	king_vulture	flighted			USA			scavenger	carnivore	captive	Sarcoramphus-papa_S_S_Temp_D705-AK1780_filtered_r1r2interleaved
kiwi.1	11166.NATL.25048.kiwi	11166	Apteryx-mantelli_S_S_Temp_D705-AK1546_filtered_r1r2combined.fastq.gz	46708894	46662966	7.66897234	8	Chordata	Aves	Apterygidae	Apteryx	Metazoa	Apterygiformes	Apteryx_australis	Apteryx_mantelli	Apteryx_australis	kiwi	flightless			USA			carnivore	carnivore	captive	Apteryx-mantelli_S_S_Temp_D705-AK1546_filtered_r1r2interleaved
kiwi.2	11166.NATL.25056.kiwi	11166	Apteryx-mantelli_S_S_Temp_D706-AK1682_filtered_r1r2combined.fastq.gz	62106644	61910738	7.791765981	8	Chordata	Aves	Apterygidae	Apteryx	Metazoa	Apterygiformes	Apteryx_australis	Apteryx_mantelli	Apteryx_australis	kiwi	flightless			USA			carnivore	carnivore	captive	Apteryx-mantelli_S_S_Temp_D706-AK1682_filtered_r1r2interleaved
lanner_falcon.1	11166.ATL.24548.falcon	11166	Falco-biarmicus_S_S_Temp_D707-AK1681_filtered_r1r2combined.fastq.gz	67337394	67185548	7.827275864	8	Chordata	Aves	Falconidae	Falco	Metazoa	Falconiformes	Falco_biarmicus	Falco_tinnunculus	Falco_biarmicus	Lanner_falcon	flighted			USA			carnivore	carnivore	captive	Falco-biarmicus_S_S_Temp_D707-AK1681_filtered_r1r2interleaved
lappet_faced_vulture.2	11166.ATL.24572.vulture	11166	Torgos-tracheliotus_S_S_Temp_D703-AK1682_filtered_r1r2combined.fastq.gz	38286474	38207854	7.582152646	8	Chordata	Aves	Accipitridae	Torgos	Metazoa	Falconiformes	Torgos_tracheliotos	Haliaeetus_leucocephalus	Torgos_tracheliotos	Lappet_faced_vulture	flighted			USA			carnivore	carnivore	captive	Torgos-tracheliotus_S_S_Temp_D703-AK1682_filtered_r1r2interleaved
meerkat.1	11166.ATL.24564.meerkat	11166	Suricata-suricatta_S_S_Temp_D705-AK1681_filtered_r1r2combined.fastq.gz	28835276	27018442	7.431660302	7	Chordata	Mammalia	Herpestidae	Suricata	Metazoa	Carnivora	_	Suricata_suricatta	Suricata_suricatta	Meerkat	flightless			USA			insectivore	carnivore	captive	Suricata-suricatta_S_S_Temp_D705-AK1681_filtered_r1r2interleaved
meerkat.2	11166.FD.0198.meerkat	11166	Suricata-suricatta_S_S_Temp_D701-AK1681_filtered_r1r2combined.fastq.gz	86193986	66215826	7.820961801	8	Chordata	Mammalia	Herpestidae	Suricata	Metazoa	Carnivora	Suricata_suricatta	Suricata_suricatta	Suricata_suricatta	Meerkat	flightless			France			insectivore	carnivore	captive	Suricata-suricatta_S_S_Temp_D701-AK1681_filtered_r1r2interleaved
meerkat.3	11166.NATL.24697.meerkat	11166	Suricata-suricatta_S_S_Temp_D704-AK1545_filtered_r1r2combined.fastq.gz	51451324	51450020	7.711385547999999	8	Chordata	Mammalia	Herpestidae	Suricata	Metazoa	Carnivora	Suricata_suricatta	Suricata_suricatta	Suricata_suricatta	meerkat	flightless			USA			insectivore	carnivore	captive	Suricata-suricatta_S_S_Temp_D704-AK1545_filtered_r1r2interleaved
northern_brook_lamprey.1	11166.lamprey.24144.lamprey	11166	Ichthyomyzon-fossor_S_S_Temp_D711-AK1682_filtered_r1r2combined.fastq.gz	19862176	12806194	7.1074200770000004	7	Chordata	Hyperoartia	Petromyzontidae	Ichthyomyzon	Metazoa	Petromyzontiformes	Ichthyomyzon_fossor	Petromyzon_marinus	Ichthyomyzon_fossor	northern_brook_lamprey	flightless			USA			filter_feeder	carnivore	wild	Ichthyomyzon-fossor_S_S_Temp_D711-AK1682_filtered_r1r2interleaved
northern_brook_lamprey.2	11166.lamprey.24148.lamprey	11166	Ichthyomyzon-fossor_S_S_Temp_D702-AK1681_filtered_r1r2combined.fastq.gz	101521490	26191198	7.4181553639999995	7	Chordata	Hyperoartia	Petromyzontidae	Ichthyomyzon	Metazoa	Petromyzontiformes	Ichthyomyzon_fossor	Petromyzon_marinus	Ichthyomyzon_fossor	northern_brook_lamprey	flightless			USA			filter_feeder	carnivore	wild	Ichthyomyzon-fossor_S_S_Temp_D702-AK1681_filtered_r1r2interleaved
northern_brook_lamprey.3	11166.lamprey.24155.lamprey	11166	Ichthyomyzon-fossor_S_S_Temp_D710-AK1545_filtered_r1r2combined.fastq.gz	36998476	10105914	7.004575598	7	Chordata	Hyperoartia	Petromyzontidae	Ichthyomyzon	Metazoa	Petromyzontiformes	Ichthyomyzon_fossor	Petromyzon_marinus	Ichthyomyzon_fossor	northern_brook_lamprey	flightless			USA			filter_feeder	carnivore	wild	Ichthyomyzon-fossor_S_S_Temp_D710-AK1545_filtered_r1r2interleaved
northern_brook_lamprey.4	11166.lamprey.24157.lamprey	11166	Ichthyomyzon-fossor_S_S_Temp_D711-AK1544_filtered_r1r2combined.fastq.gz	10643132	3366770	6.527213449	7	Chordata	Hyperoartia	Petromyzontidae	Ichthyomyzon	Metazoa	Petromyzontiformes	Ichthyomyzon_fossor	Petromyzon_marinus	Ichthyomyzon_fossor	northern_brook_lamprey	flightless			USA			filter_feeder	carnivore	wild	Ichthyomyzon-fossor_S_S_Temp_D711-AK1544_filtered_r1r2interleaved
ostrich.3	11166.ATL.24061.b.ostrich	11166	Struthio-camelus_S_S_Temp_D703-AK1543_filtered_r1r2combined.fastq.gz	86144576	86090266	7.93495405	8	Chordata	Aves	Struthionidae	Struthio	Metazoa	Struthioniformes	Struthio_camelus	Struthio_camelus	Struthio_camelus	Ostrich	flightless			USA			herbivore	herbivore	captive	Struthio-camelus_S_S_Temp_D703-AK1543_filtered_r1r2interleaved
ostrich.4	11166.FD.0210.ostrich	11166	Struthio-camelus_S_S_Temp_D709-AK1544_filtered_r1r2combined.fastq.gz	23858614	23843970	7.377378567	7	Chordata	Aves	Struthionidae	Struthio	Metazoa	Struthioniformes	Struthio_camelus	Struthio_camelus	Struthio_camelus	ostrich	flightless			France			herbivore	herbivore	captive	Struthio-camelus_S_S_Temp_D709-AK1544_filtered_r1r2interleaved
prairie_dog.1	11166.ATL.24614.prairiedog	11166	Cynomys-ludovicianus_S_S_Temp_D705-AK1680_filtered_r1r2combined.fastq.gz	23061908	22971688	7.361192909	7	Chordata	Mammalia	Sciuridae	Cynomys	Metazoa	Rodentia	Cynomys_ludovicianus		Cynomys_ludovicianus	Prairie_dog	flightless			USA			herbivore	herbivore	captive	Cynomys-ludovicianus_S_S_Temp_D705-AK1680_filtered_r1r2interleaved
prevosts_squirrel.1	11166.FD.0488.squirrel	11166	Callosciurus-prevostii_S_S_Temp_D704-AK1680_filtered_r1r2combined.fastq.gz	79963254	79270794	7.899113207999999	8	Chordata	Mammalia	Sciuridae	Callosciurus	Metazoa	Rodentia	Callosciurus_prevostii	Sciurus_vulgaris	Callosciurus_prevostii	Prevosts_squirrel	flightless			France			omnivore	omnivore	captive	Callosciurus-prevostii_S_S_Temp_D704-AK1680_filtered_r1r2interleaved
prevosts_squirrel.2	11166.NATL.24331.squirrel	11166	Callosciurus-prevostii_S_S_Temp_D704-AK1682_filtered_r1r2combined.fastq.gz	82407684	82404306	7.915949906	8	Chordata	Mammalia	Sciuridae	Callosciurus	Metazoa	Rodentia	Callosciurus_prevostii	Sciurus_vulgaris	Callosciurus_prevostii	prevosts_squirrel	flightless			USA			omnivore	omnivore	captive	Callosciurus-prevostii_S_S_Temp_D704-AK1682_filtered_r1r2interleaved
prevosts_squirrel.3	11166.NATL.24622.squirrel	11166	Callosciurus-prevostii_S_S_Temp_D704-AK1543_filtered_r1r2combined.fastq.gz	6845918	6845436	6.835401114	7	Chordata	Mammalia	Sciuridae	Callosciurus	Metazoa	Rodentia	Callosciurus_prevostii	Sciurus_vulgaris	Callosciurus_prevostii	prevosts_squirrel	flightless			USA			omnivore	omnivore	captive	Callosciurus-prevostii_S_S_Temp_D704-AK1543_filtered_r1r2interleaved
red_tailed_hawk.1	11166.ATL.24545.hawk	11166	Buteo-jamaicensis_S_S_Temp_D707-AK1680_filtered_r1r2combined.fastq.gz	12993396	12991548	7.113660902	7	Chordata	Aves	Accipitridae	Buteo	Metazoa	Falconiformes	Buteo_jamaicensis	Buteo_japonicus	Buteo_jamaicensis	Red_tailed_hawk	flighted			USA			carnivore_scavenger	carnivore	captive	Buteo-jamaicensis_S_S_Temp_D707-AK1680_filtered_r1r2interleaved
rhea.2	11166.NATL.24107.rhea	11166	Rhea-americana_S_S_Temp_D705-AK1543_filtered_r1r2combined.fastq.gz	51187034	51041894	7.707926781	8	Chordata	Aves	Rheidae	Rhea	Metazoa	Rheiformes	Rhea_americana	Rhea_americana	Rhea_americana	rhea	flightless			USA			omnivore	omnivore	captive	Rhea-americana_S_S_Temp_D705-AK1543_filtered_r1r2interleaved
rhea.3	11166.NATL.25017.rhea	11166	Rhea-americana_S_S_Temp_D706-AK1780_filtered_r1r2combined.fastq.gz	24251830	24239394	7.384521757999999	7	Chordata	Aves	Rheidae	Rhea	Metazoa	Rheiformes	Rhea_americana	Rhea_americana	Rhea_americana	rhea	flightless			USA			omnivore	omnivore	captive	Rhea-americana_S_S_Temp_D706-AK1780_filtered_r1r2interleaved
rhea.4	11166.NATL.25027.rhea	11166	Rhea-americana_S_S_Temp_D706-AK1543_filtered_r1r2combined.fastq.gz	11998942	11998066	7.079111247	7	Chordata	Aves	Rheidae	Rhea	Metazoa	Rheiformes	Rhea_americana	Rhea_americana	Rhea_americana	rhea	flightless			USA			omnivore	omnivore	captive	Rhea-americana_S_S_Temp_D706-AK1543_filtered_r1r2interleaved
rhea.5	11166.NATL.25059.rhea	11166	Rhea-americana_S_S_Temp_D706-AK1545_filtered_r1r2combined.fastq.gz	14023128	14022004	7.146810087	7	Chordata	Aves	Rheidae	Rhea	Metazoa	Rheiformes	Rhea_americana	Rhea_americana	Rhea_americana	rhea	flightless			USA			omnivore	omnivore	captive	Rhea-americana_S_S_Temp_D706-AK1545_filtered_r1r2interleaved
sea_lamprey.1	11166.lamprey.24159.lamprey	11166	Petromyzon-marinus_S_S_Temp_D702-AK1546_filtered_r1r2combined.fastq.gz	75842922	7558816	6.878453774	7	Chordata	Hyperoartia	Petromyzontidae	Petromyzon	Metazoa	Petromyzontiformes	Petromyzon_marinus	Petromyzon_marinus	Petromyzon_marinus	sea_lamprey	flightless			USA			sanguivore	carnivore	wild	Petromyzon-marinus_S_S_Temp_D702-AK1546_filtered_r1r2interleaved
sea_lamprey.2	11166.lamprey.24168.lamprey	11166	Petromyzon-marinus_S_S_Temp_D701-AK1780_filtered_r1r2combined.fastq.gz	40005538	2160580	6.334570352	6	Chordata	Hyperoartia	Petromyzontidae	Petromyzon	Metazoa	Petromyzontiformes	Petromyzon_marinus	Petromyzon_marinus	Petromyzon_marinus	sea_lamprey	flightless			USA			sanguivore	carnivore	wild	Petromyzon-marinus_S_S_Temp_D701-AK1780_filtered_r1r2interleaved
sea_lamprey.3	11166.lamprey.24173.lamprey	11166	Petromyzon-marinus_S_S_Temp_D701-AK1544_filtered_r1r2combined.fastq.gz	105797434	6050832	6.781815095	7	Chordata	Hyperoartia	Petromyzontidae	Petromyzon	Metazoa	Petromyzontiformes	Petromyzon_marinus	Petromyzon_marinus	Petromyzon_marinus	sea_lamprey	flightless			USA			sanguivore	carnivore	wild	Petromyzon-marinus_S_S_Temp_D701-AK1544_filtered_r1r2interleaved
sea_lamprey.4	11166.lamprey.24177.lamprey	11166	Petromyzon-marinus_S_S_Temp_D702-AK1543_filtered_r1r2combined.fastq.gz	5616910	5563566	6.7453532439999995	7	Chordata	Hyperoartia	Petromyzontidae	Petromyzon	Metazoa	Petromyzontiformes	Petromyzon_marinus	Petromyzon_marinus	Petromyzon_marinus	sea_lamprey	flightless			USA			sanguivore	carnivore	wild	Petromyzon-marinus_S_S_Temp_D702-AK1543_filtered_r1r2interleaved
sea_lamprey.5	11166.lamprey.24178.lamprey	11166	Petromyzon-marinus_S_S_Temp_D702-AK1545_filtered_r1r2combined.fastq.gz	81313692	5374230	6.7303162489999995	7	Chordata	Hyperoartia	Petromyzontidae	Petromyzon	Metazoa	Petromyzontiformes	Petromyzon_marinus	Petromyzon_marinus	Petromyzon_marinus	sea_lamprey	flightless			USA			sanguivore	carnivore	wild	Petromyzon-marinus_S_S_Temp_D702-AK1545_filtered_r1r2interleaved
sea_lamprey.6	11166.lamprey.24179.lamprey	11166	Petromyzon-marinus_S_S_Temp_D701-AK1546_filtered_r1r2combined.fastq.gz	49158058	3685728	6.566523282	7	Chordata	Hyperoartia	Petromyzontidae	Petromyzon	Metazoa	Petromyzontiformes	Petromyzon_marinus	Petromyzon_marinus	Petromyzon_marinus	sea_lamprey	flightless			USA			sanguivore	carnivore	wild	Petromyzon-marinus_S_S_Temp_D701-AK1546_filtered_r1r2interleaved
sea_lamprey.7	11166.lamprey.24365.lamprey	11166	Petromyzon-marinus_S_S_Temp_D701-AK1545_filtered_r1r2combined.fastq.gz	11652468	4517380	6.654886625	7	Chordata	Hyperoartia	Petromyzontidae	Petromyzon	Metazoa	Petromyzontiformes	Petromyzon_marinus	Petromyzon_marinus	Petromyzon_marinus	sea_lamprey	flightless			USA			sanguivore	carnivore	wild	Petromyzon-marinus_S_S_Temp_D701-AK1545_filtered_r1r2interleaved
sea_lamprey.8	11166.lamprey.24373.lamprey	11166	Petromyzon-marinus_S_S_Temp_D702-AK1680_filtered_r1r2combined.fastq.gz	68073402	3990702	6.601049299	7	Chordata	Hyperoartia	Petromyzontidae	Petromyzon	Metazoa	Petromyzontiformes	Petromyzon_marinus	Petromyzon_marinus	Petromyzon_marinus	sea_lamprey	flightless			USA			sanguivore	carnivore	wild	Petromyzon-marinus_S_S_Temp_D702-AK1680_filtered_r1r2interleaved
sea_lamprey.9	11166.lamprey.24380.lamprey	11166	Petromyzon-marinus_S_S_Temp_D701-AK1543_filtered_r1r2combined.fastq.gz	64454466	4159974	6.619090616	7	Chordata	Hyperoartia	Petromyzontidae	Petromyzon	Metazoa	Petromyzontiformes	Petromyzon_marinus	Petromyzon_marinus	Petromyzon_marinus	sea_lamprey	flightless			USA			sanguivore	carnivore	wild	Petromyzon-marinus_S_S_Temp_D701-AK1543_filtered_r1r2interleaved
sea_lamprey.10	11166.lamprey.24392.lamprey	11166	Petromyzon-marinus_S_S_Temp_D702-AK1682_filtered_r1r2combined.fastq.gz	50448962	3550018	6.550230555	7	Chordata	Hyperoartia	Petromyzontidae	Petromyzon	Metazoa	Petromyzontiformes	Petromyzon_marinus	Petromyzon_marinus	Petromyzon_marinus	sea_lamprey	flightless			USA			sanguivore	carnivore	wild	Petromyzon-marinus_S_S_Temp_D702-AK1682_filtered_r1r2interleaved
sharpbeaked_ground_finch.1	11166.UM.24898.finch	11166	Geospiza-difficilis_S_S_Temp_D712-AK1682_filtered_r1r2combined.fastq.gz	5943512	5572612	6.746058806000001	7	Chordata	Aves	Thraupidae	Geospiza	Metazoa	Passeriformes	Geospiza_difficilis	Geospiza_fortis	Geospiza_difficilis	sharpbeaked_ground_finch	flighted			Ecuador			sanguivore	carnivore	wild	Geospiza-difficilis_S_S_Temp_D712-AK1682_filtered_r1r2interleaved
sharpbeaked_ground_finch.2	11166.UM.24994.finch	11166	Geospiza-difficilis_S_S_Temp_D712-AK1543_filtered_r1r2combined.fastq.gz	8031360	7967968	6.9013475810000005	7	Chordata	Aves	Thraupidae	Geospiza	Metazoa	Passeriformes	Geospiza_difficilis	Geospiza_fortis	Geospiza_difficilis	sharpbeaked_ground_finch	flighted			Ecuador			sanguivore	carnivore	wild	Geospiza-difficilis_S_S_Temp_D712-AK1543_filtered_r1r2interleaved
siberian_flying_squirrel.1	11166.AR.M18.flyingsquirrel	11166	Pteromys-volans_S_S_Temp_D707-AK1545_filtered_r1r2combined.fastq.gz	20695232	20495598	7.311660594	7	Chordata	Mammalia	Sciuridae	Pteromys	Metazoa	Rodentia	Pteromys_volans	Sciurus_vulgaris	Pteromys_volans	Siberian_flying_squirrel	flightless			Finland			herbivore	herbivore	wild	Pteromys-volans_S_S_Temp_D707-AK1545_filtered_r1r2interleaved
siberian_flying_squirrel.2	11166.AR.M28.flyingsquirrel	11166	Pteromys-volans_S_S_Temp_D703-AK1546_filtered_r1r2combined.fastq.gz	11104048	10868686	7.036177042	7	Chordata	Mammalia	Sciuridae	Pteromys	Metazoa	Rodentia	Pteromys_volans	Sciurus_vulgaris	Pteromys_volans	Siberian_flying_squirrel	flightless			Finland			herbivore	herbivore	wild	Pteromys-volans_S_S_Temp_D703-AK1546_filtered_r1r2interleaved
siberian_flying_squirrel.3	11166.AR.M43.flyingsquirrel	11166	Pteromys-volans_S_S_Temp_D703-AK1544_filtered_r1r2combined.fastq.gz	108681610	107981904	8.033350981	8	Chordata	Mammalia	Sciuridae	Pteromys	Metazoa	Rodentia	Pteromys_volans	Sciurus_vulgaris	Pteromys_volans	Siberian_flying_squirrel	flightless			Finland			herbivore	herbivore	wild	Pteromys-volans_S_S_Temp_D703-AK1544_filtered_r1r2interleaved
siberian_flying_squirrel.4	11166.AR.M47.flyingsquirrel	11166	Pteromys-volans_S_S_Temp_D708-AK1681_filtered_r1r2combined.fastq.gz	44096550	43292438	7.636412044	8	Chordata	Mammalia	Sciuridae	Pteromys	Metazoa	Rodentia	Pteromys_volans	Sciurus_vulgaris	Pteromys_volans	Siberian_flying_squirrel	flightless			Finland			herbivore	herbivore	wild	Pteromys-volans_S_S_Temp_D708-AK1681_filtered_r1r2interleaved
siberian_flying_squirrel.5	11166.AR.M82.flyingsquirrel	11166	Pteromys-volans_S_S_Temp_D703-AK1545_filtered_r1r2combined.fastq.gz	34978506	34739330	7.540821437999999	8	Chordata	Mammalia	Sciuridae	Pteromys	Metazoa	Rodentia	Pteromys_volans	Sciurus_vulgaris	Pteromys_volans	Siberian_flying_squirrel	flightless			Finland			herbivore	herbivore	wild	Pteromys-volans_S_S_Temp_D703-AK1545_filtered_r1r2interleaved
spotted_hyena.1	11166.FD.0437.hyena	11166	Crocuta-crocuta_S_S_Temp_D704-AK1681_filtered_r1r2combined.fastq.gz	11172024	5249378	6.720107847	7	Chordata	Mammalia	Hyaenidae	Crocuta	Metazoa	Carnivora	Crocuta_crocuta	Crocuta_crocuta	Crocuta_crocuta	Spotted_hyena	flightless			France			carnivore	carnivore	captive	Crocuta-crocuta_S_S_Temp_D704-AK1681_filtered_r1r2interleaved
striped_desert_hamster.1	11166.FD.0122.hyena	11166	Hyaena-hyaena_S_S_Temp_D701-AK1680_filtered_r1r2combined.fastq.gz	3307162	2716772	6.434053193	6	Chordata	Mammalia	Hyaenidae	Hyaena	Metazoa	Carnivora	Hyaena_hyaena	Hyaena_hyaena	Hyaena_hyaena	Striped_hyena	flightless			France			carnivore_scavenger	carnivore	captive	Hyaena-hyaena_S_S_Temp_D701-AK1680_filtered_r1r2interleaved
tinamou.1	11166.NATL.25082.tinamou	11166	Eudromia-elegans_S_S_Temp_D706-AK1544_filtered_r1r2combined.fastq.gz	52067270	51754556	7.713948587000001	8	Chordata	Aves	Tinamidae	Eudromia	Metazoa	Tinamiformes	Eudromia_elegans	Eudromia_elegans	Eudromia_elegans	tinamou	flighted			USA			omnivore	omnivore	captive	Eudromia-elegans_S_S_Temp_D706-AK1544_filtered_r1r2interleaved
vampire_finch.1	11166.UM.24872.vfinch	11166	Geospiza-septentrionalis_S_S_Temp_D710-AK1546_filtered_r1r2combined.fastq.gz	3406552	3175442	6.501804185	7	Chordata	Aves	Thraupidae	Geospiza	Metazoa	Passeriformes	Geospiza_difficilis	Geospiza_fortis	Geospiza_difficilis	vampire_finch	flighted			Ecuador			sanguivore	carnivore	wild	Geospiza-septentrionalis_S_S_Temp_D710-AK1546_filtered_r1r2interleaved
vampire_finch.2	11166.UM.24875.vfinch	11166	Geospiza-septentrionalis_S_S_Temp_D711-AK1780_filtered_r1r2combined.fastq.gz	3944206	3660554	6.563546818	7	Chordata	Aves	Thraupidae	Geospiza	Metazoa	Passeriformes	Geospiza_difficilis	Geospiza_fortis	Geospiza_difficilis	vampire_finch	flighted			Ecuador			sanguivore	carnivore	wild	Geospiza-septentrionalis_S_S_Temp_D711-AK1780_filtered_r1r2interleaved
vampire_finch.3	11166.UM.24880.vfinch	11166	Geospiza-septentrionalis_S_S_Temp_D711-AK1680_filtered_r1r2combined.fastq.gz	11017084	10686842	7.0288493889999994	7	Chordata	Aves	Thraupidae	Geospiza	Metazoa	Passeriformes	Geospiza_difficilis	Geospiza_fortis	Geospiza_difficilis	vampire_finch	flighted			Ecuador			sanguivore	carnivore	wild	Geospiza-septentrionalis_S_S_Temp_D711-AK1680_filtered_r1r2interleaved
vampire_finch.4	11166.UM.24881.vfinch	11166	Geospiza-septentrionalis_S_S_Temp_D703-AK1681_filtered_r1r2combined.fastq.gz	40158278	39339640	7.594830381	8	Chordata	Aves	Thraupidae	Geospiza	Metazoa	Passeriformes	Geospiza_difficilis	Geospiza_fortis	Geospiza_difficilis	vampire_finch	flighted			Ecuador			sanguivore	carnivore	wild	Geospiza-septentrionalis_S_S_Temp_D703-AK1681_filtered_r1r2interleaved
vampire_finch.5	11166.UM.24884.vfinch	11166	Geospiza-septentrionalis_S_S_Temp_D710-AK1544_filtered_r1r2combined.fastq.gz	6789534	6767008	6.83039669	7	Chordata	Aves	Thraupidae	Geospiza	Metazoa	Passeriformes	Geospiza_difficilis	Geospiza_fortis	Geospiza_difficilis	vampire_finch	flighted			Ecuador			sanguivore	carnivore	wild	Geospiza-septentrionalis_S_S_Temp_D710-AK1544_filtered_r1r2interleaved
vampire_finch.6	11166.UM.24895.vfinch	11166	Geospiza-septentrionalis_S_S_Temp_D710-AK1543_filtered_r1r2combined.fastq.gz	9796560	9736346	6.988395999	7	Chordata	Aves	Thraupidae	Geospiza	Metazoa	Passeriformes	Geospiza_difficilis	Geospiza_fortis	Geospiza_difficilis	vampire_finch	flighted			Ecuador			sanguivore	carnivore	wild	Geospiza-septentrionalis_S_S_Temp_D710-AK1543_filtered_r1r2interleaved
vampire_finch.7	11166.UM.24899.vfinch	11166	Geospiza-septentrionalis_S_S_Temp_D711-AK1546_filtered_r1r2combined.fastq.gz	7005112	6962158	6.842743875	7	Chordata	Aves	Thraupidae	Geospiza	Metazoa	Passeriformes	Geospiza_difficilis	Geospiza_fortis	Geospiza_difficilis	vampire_finch	flighted			Ecuador			sanguivore	carnivore	wild	Geospiza-septentrionalis_S_S_Temp_D711-AK1546_filtered_r1r2interleaved
vampire_finch.8	11166.UM.24913.vfinch	11166	Geospiza-septentrionalis_S_S_Temp_D712-AK1681_filtered_r1r2combined.fastq.gz	3048486	2906886	6.4634279999999995	6	Chordata	Aves	Thraupidae	Geospiza	Metazoa	Passeriformes	Geospiza_difficilis	Geospiza_fortis	Geospiza_difficilis	vampire_finch	flighted			Ecuador			sanguivore	carnivore	wild	Geospiza-septentrionalis_S_S_Temp_D712-AK1681_filtered_r1r2interleaved
vampire_finch.9	11166.UM.24920.vfinch	11166	Geospiza-septentrionalis_S_S_Temp_D711-AK1681_filtered_r1r2combined.fastq.gz	13800954	13291744	7.123581968	7	Chordata	Aves	Thraupidae	Geospiza	Metazoa	Passeriformes	Geospiza_difficilis	Geospiza_fortis	Geospiza_difficilis	vampire_finch	flighted			Ecuador			sanguivore	carnivore	wild	Geospiza-septentrionalis_S_S_Temp_D711-AK1681_filtered_r1r2interleaved
vampire_finch.10	11166.UM.24969.vfinch	11166	Geospiza-septentrionalis_S_S_Temp_D710-AK1780_filtered_r1r2combined.fastq.gz	18803486	18534486	7.2679805470000005	7	Chordata	Aves	Thraupidae	Geospiza	Metazoa	Passeriformes	Geospiza_difficilis	Geospiza_fortis	Geospiza_difficilis	vampire_finch	flighted			Ecuador			sanguivore	carnivore	wild	Geospiza-septentrionalis_S_S_Temp_D710-AK1780_filtered_r1r2interleaved
western_longtongued_bat.1	11166.vbat.K1.colon.bat	11166	Glossophaga-morenoi_S_S_Temp_D708-AK1546_filtered_r1r2combined.fastq.gz	17065472	2269874	6.35600175	6	Chordata	Mammalia	Phyllostomidae	Glossophaga	Metazoa	Chiroptera	Glossophaga_morenoi	Anoura_caudifer	Glossophaga_morenoi	western_longtongued_bat	flighted			Mexico			insectivore_frugivore_nectarivore	omnivore	wild	Glossophaga-morenoi_S_S_Temp_D708-AK1546_filtered_r1r2interleaved
